"year","fips_state","state_code","state_name","poverty_rate","poverty_rate_moe","poverty_count","poverty_count_moe","poverty_universe","median_hh_income","median_hh_income_moe"
"2010","16","ID","Idaho",15.8,0.5,244009,7435,1541857,43259,879
"2011","16","ID","Idaho",16.5,0.5,256257,8133,1550079,43345,1132
"2012","16","ID","Idaho",16,0.5,250203,7971,1565489,45296,861
"2013","16","ID","Idaho",15.6,0.6,246708,9366,1582907,46621,876
"2014","16","ID","Idaho",14.8,0.5,237604,7521,1603065,47572,1138
"2015","16","ID","Idaho",14.7,0.6,238646,9173,1622106,48311,1030
"2016","16","ID","Idaho",13.8,0.6,228037,9269,1652583,51647,911
"2017","16","ID","Idaho",12.6,0.5,211937,8306,1686488,52280,832
"2018","16","ID","Idaho",11.7,0.4,201804,7744,1723134,55524,875
"1989","17","IL","Illinois",11.9,0.6,1348440,66093,,31846,1028
"1993","17","IL","Illinois",13.4,0.8,1565290,93480,,33592,1087
"1995","17","IL","Illinois",11.3,0.5,1331704,60107,,38078,1325
"1996","17","IL","Illinois",12,0.7,1428275,84580,,39490,1510
"1997","17","IL","Illinois",11.3,0.75,1353506,87437,,41179,1403
"1998","17","IL","Illinois",10.6,0.8,1281425,94439,12057888,43141,1448
"1999","17","IL","Illinois",10.1,0.7,1236644,85571,12198363,45214,1299
"2000","17","IL","Illinois",10,0.55,1227886,64919,12243210,46327,1559
"2001","17","IL","Illinois",10.1,0.55,1247836,64797,12324141,46991,1323
"2002","17","IL","Illinois",11.3,0.65,1411869,85994,12443493,44946,1718
"2003","17","IL","Illinois",11.4,0.65,1426978,80828,12477639,47367,1496
"2004","17","IL","Illinois",11.9,0.75,1486115,90281,12528129,47711,1410
"2005","17","IL","Illinois",12,0.2,1484992,26050,12400423,50270,331
"2006","17","IL","Illinois",12.3,0.2,1536133,23079,12516474,52012,271
"2007","17","IL","Illinois",11.9,0.2,1496152,23997,12541197,54141,363
"2008","17","IL","Illinois",12.2,0.15,1529235,22085,12568180,56230,361
"2009","17","IL","Illinois",13.3,0.2,1671343,28411,12574339,53974,395
"2010","17","IL","Illinois",13.8,0.2,1732129,24298,12543476,52967,426
"2011","17","IL","Illinois",14.9,0.2,1871484,25987,12566914,53271,498
"2012","17","IL","Illinois",14.7,0.2,1847371,23786,12573692,55126,401
"2013","17","IL","Illinois",14.6,0.2,1841996,26108,12576676,56212,398
"2014","17","IL","Illinois",14.3,0.2,1802337,23384,12571810,57458,423
"2015","17","IL","Illinois",13.6,0.2,1702210,25229,12559451,59590,504
"2016","17","IL","Illinois",13,0.2,1620974,25350,12502043,60977,386
"2017","17","IL","Illinois",12.5,0.2,1568670,25413,12503704,63044,535
"2018","17","IL","Illinois",12.1,0.2,1509348,23376,12447296,65063,493
"1989","18","IN","Indiana",10.3,0.45,560095,26639,,27769,1173
"1993","18","IN","Indiana",11.9,0.9,679988,50038,,31055,1249
"1995","18","IN","Indiana",9.8,0.55,571135,30874,,34368,1548
"1996","18","IN","Indiana",9.3,0.9,543118,50988,,35502,1884
"1997","18","IN","Indiana",9.9,0.9,583055,53012,,37909,1719
"1998","18","IN","Indiana",10,0.9,588765,53040,5905936,39719,1749
"1999","18","IN","Indiana",8.7,0.9,517883,54892,5965230,40654,1354
"2000","18","IN","Indiana",8.8,0.6,529323,35824,5997637,41511,1716
"2001","18","IN","Indiana",9,0.6,543742,36556,6028841,42073,1428
"2002","18","IN","Indiana",9.6,0.65,585247,40302,6081423,41973,1635
"2003","18","IN","Indiana",10,0.65,609645,39237,6111108,43323,1352
"2004","18","IN","Indiana",11.1,0.8,683371,51238,6151698,43217,1379
"2005","18","IN","Indiana",12.2,0.25,736632,16363,6059456,44051,482
"2006","18","IN","Indiana",12.5,0.25,768642,15770,6125594,45414,409
"2007","18","IN","Indiana",12.3,0.2,755245,14372,6145054,47422,371
"2008","18","IN","Indiana",12.9,0.25,799567,15747,6175905,48010,530
"2009","18","IN","Indiana",14.4,0.3,895619,17335,6228213,45427,444
"2010","18","IN","Indiana",15.3,0.3,960402,17907,6294427,44616,438
"2011","18","IN","Indiana",15.8,0.3,1001053,17994,6318952,46410,446
"2012","18","IN","Indiana",15.5,0.2,984948,15431,6342403,46954,414
"2013","18","IN","Indiana",15.8,0.3,1008411,17777,6367955,47508,506
"2014","18","IN","Indiana",15.2,0.3,968437,17639,6391497,49384,478
"2015","18","IN","Indiana",14.4,0.3,924428,17947,6417433,50510,384
"2016","18","IN","Indiana",14,0.3,899168,17478,6432851,52289,367
"2017","18","IN","Indiana",13.3,0.3,860753,18850,6463664,54134,641
"2018","18","IN","Indiana",13,0.3,844165,17506,6489270,55725,515
"1989","19","IA","Iowa",10.4,0.5,283815,13277,,26169,1155
"1993","19","IA","Iowa",11.1,0.9,312380,24874,,28867,1199
"1995","19","IA","Iowa",9.8,0.55,276364,15714,,33436,1589
"1996","19","IA","Iowa",9.5,0.9,269368,24799,,33721,1895
"1997","19","IA","Iowa",9.9,0.95,280797,26313,,35427,1746
"1998","19","IA","Iowa",9.5,0.9,270604,26496,2845329,38159,1796
"1999","19","IA","Iowa",8.5,0.9,243340,25212,2865354,39537,1483
"2000","19","IA","Iowa",8.3,0.6,237684,16610,2864222,40443,1789
"2001","19","IA","Iowa",8.2,0.6,236115,16812,2868973,41216,1446
"2002","19","IA","Iowa",9.1,0.65,262013,18891,2886448,41052,1712
"2003","19","IA","Iowa",9.1,0.65,263817,18937,2892343,42278,1456
"2004","19","IA","Iowa",10.5,0.85,304598,24294,2905637,42865,1535
"2005","19","IA","Iowa",10.8,0.3,308713,8040,2853598,43610,497
"2006","19","IA","Iowa",11,0.3,315973,7966,2878433,44560,501
"2007","19","IA","Iowa",11,0.3,316303,8932,2881771,47324,553
"2008","19","IA","Iowa",11.4,0.3,331057,8976,2899767,49007,627
"2009","19","IA","Iowa",11.8,0.3,342309,9123,2905377,48065,417
"2010","19","IA","Iowa",12.5,0.3,368965,10178,2950202,48031,610
"2011","19","IA","Iowa",12.7,0.3,376300,9068,2963596,49545,663
"2012","19","IA","Iowa",12.7,0.3,377110,9482,2974222,50997,424
"2013","19","IA","Iowa",12.6,0.3,377037,9721,2991661,52286,522
"2014","19","IA","Iowa",12.3,0.3,368678,10125,3004852,53816,729
"2015","19","IA","Iowa",12.1,0.3,366453,9629,3021824,54843,763
"2016","19","IA","Iowa",11.7,0.3,354429,9205,3031272,56354,677
"2017","19","IA","Iowa",10.8,0.3,328629,8913,3044666,58706,817
"2018","19","IA","Iowa",11.2,0.3,342574,9672,3055988,60071,844
"1989","20","KS","Kansas",10.8,0.5,262486,11113,,26924,1114
"1993","20","KS","Kansas",12.2,0.9,308253,21903,,29544,1183
"1995","20","KS","Kansas",11,0.55,280971,13897,,32114,1473
"1996","20","KS","Kansas",10.8,0.9,277256,22615,,33610,1866
"1997","20","KS","Kansas",10.9,0.95,283038,24530,,36488,1690
"1998","20","KS","Kansas",10.5,0.95,274974,24388,2627795,38553,1828
"1999","20","KS","Kansas",10.2,0.95,269204,24594,2629867,39726,1460
"2000","20","KS","Kansas",8.9,0.6,235087,15523,2635312,41150,1775
"2001","20","KS","Kansas",9.5,0.55,252134,15705,2641329,42081,1437
"2002","20","KS","Kansas",10,0.65,265673,17315,2665684,42104,1694
"2003","20","KS","Kansas",10.4,0.65,278163,17337,2671994,43113,1431
"2004","20","KS","Kansas",11.1,0.85,297733,22624,2684155,41664,1466
"2005","20","KS","Kansas",11.7,0.3,310666,8640,2651105,42861,673
"2006","20","KS","Kansas",12.2,0.3,327103,7997,2679947,45369,488
"2007","20","KS","Kansas",11.2,0.3,301826,8418,2688964,47341,608
"2008","20","KS","Kansas",11.3,0.35,307804,8833,2716645,50174,472
"2009","20","KS","Kansas",13.2,0.35,359692,9859,2732646,47709,635
"2010","20","KS","Kansas",13.5,0.4,374677,10566,2775358,47888,792
"2011","20","KS","Kansas",13.8,0.4,383859,9868,2786839,48844,717
"2012","20","KS","Kansas",14,0.3,392095,8870,2802171,50140,508
"2013","20","KS","Kansas",13.9,0.4,391718,11153,2811674,50892,593
"2014","20","KS","Kansas",13.5,0.3,381506,9700,2821429,52392,680
"2015","20","KS","Kansas",12.9,0.4,366069,10232,2830955,53802,839
"2016","20","KS","Kansas",12.2,0.4,343773,10298,2825887,54828,852
"2017","20","KS","Kansas",11.9,0.4,335371,9951,2827374,56382,682
"2018","20","KS","Kansas",11.9,0.4,336892,10232,2825674,58150,749
"1989","21","KY","Kentucky",17.2,0.6,627037,21337,,23392,1198
"1993","21","KY","Kentucky",19.7,1,748007,37452,,25222,1249
"1995","21","KY","Kentucky",17.9,0.7,689138,28599,,28929,1514
"1996","21","KY","Kentucky",17.5,1,677953,38233,,30630,1946
"1997","21","KY","Kentucky",16,1,624219,39937,,31730,1748
"1998","21","KY","Kentucky",15.3,1,603038,39605,3937364,33955,1925
"1999","21","KY","Kentucky",14.3,1,566549,38802,3953958,33732,1382
"2000","21","KY","Kentucky",13.9,0.75,550332,28238,3972382,35150,1808
"2001","21","KY","Kentucky",14.7,0.65,585302,27473,3992816,35977,1604
"2002","21","KY","Kentucky",14.8,0.7,596255,30010,4029598,35875,1744
"2003","21","KY","Kentucky",15,0.75,606513,29945,4054326,36663,1479
"2004","21","KY","Kentucky",16.3,0.95,668241,39573,4088112,37046,1492
"2005","21","KY","Kentucky",16.9,0.3,684138,12693,4042791,37377,462
"2006","21","KY","Kentucky",17,0.3,694866,13422,4087460,39318,512
"2007","21","KY","Kentucky",17.2,0.35,706947,14225,4120526,40299,504
"2008","21","KY","Kentucky",17.3,0.35,716951,14639,4154953,41489,441
"2009","21","KY","Kentucky",18.4,0.35,771876,15144,4187651,40061,516
"2010","21","KY","Kentucky",18.9,0.3,796208,14212,4215618,40089,484
"2011","21","KY","Kentucky",19.1,0.4,809764,15658,4238365,41141,454
"2012","21","KY","Kentucky",19.3,0.4,821067,15075,4247112,41717,413
"2013","21","KY","Kentucky",18.8,0.3,803044,14543,4266545,43307,631
"2014","21","KY","Kentucky",19,0.4,812803,15591,4275418,42914,671
"2015","21","KY","Kentucky",18.3,0.4,786345,15535,4290011,45178,464
"2016","21","KY","Kentucky",18.2,0.4,782779,16489,4298981,46610,588
"2017","21","KY","Kentucky",17.1,0.4,738563,15185,4317001,48332,616
"2018","21","KY","Kentucky",16.7,0.4,723053,15452,4326301,50189,558
"1989","22","LA","Louisiana",22.4,1,933647,40263,,22857,1193
"1993","22","LA","Louisiana",23.9,1.15,1021373,49755,,25239,1260
"1995","22","LA","Louisiana",21.2,1.05,912513,44407,,27265,1482
"1996","22","LA","Louisiana",20.7,1.05,894633,45990,,28921,1862
"1997","22","LA","Louisiana",18.4,1.1,793472,48395,,30466,1885
"1998","22","LA","Louisiana",18.2,1.05,790323,46267,4331140,30894,1709
"1999","22","LA","Louisiana",18.3,1.15,800648,49146,4366082,31904,1412
"2000","22","LA","Louisiana",17.3,0.85,753254,36377,4343637,32124,1783
"2001","22","LA","Louisiana",18.3,0.85,796870,36840,4343561,32959,1470
"2002","22","LA","Louisiana",18.1,0.85,797255,38521,4394275,33536,1713
"2003","22","LA","Louisiana",18.1,0.9,796574,38302,4405106,33792,1441
"2004","22","LA","Louisiana",19.2,1.15,849180,50901,4417176,35216,1572
"2005","22","LA","Louisiana",20.2,0.4,882641,17157,4372930,36547,550
"2006","22","LA","Louisiana",19.4,0.4,808319,14908,4165322,39122,575
"2007","22","LA","Louisiana",18.8,0.3,783922,13947,4166740,40866,445
"2008","22","LA","Louisiana",17.6,0.4,755150,16231,4290035,43635,617
"2009","22","LA","Louisiana",17.6,0.4,769001,16261,4367639,42460,598
"2010","22","LA","Louisiana",18.8,0.3,831512,15362,4413869,42510,658
"2011","22","LA","Louisiana",20.5,0.4,910266,15744,4445402,41804,514
"2012","22","LA","Louisiana",20.1,0.4,900395,16219,4471146,42998,652
"2013","22","LA","Louisiana",20,0.4,897284,17914,4494987,44234,822
"2014","22","LA","Louisiana",19.9,0.4,898902,16659,4518537,44680,709
"2015","22","LA","Louisiana",19.5,0.4,885846,17383,4541708,45829,655
"2016","22","LA","Louisiana",20.1,0.4,911970,18358,4546072,45374,753
"2017","22","LA","Louisiana",19.6,0.4,893827,18157,4553048,46283,620
"2018","22","LA","Louisiana",18.7,0.4,848005,17869,4529047,48021,720
"1989","23","ME","Maine",10.7,0.65,129011,8014,,26777,1207
"1993","23","ME","Maine",13.7,0.9,169412,11212,,28732,1194
"1995","23","ME","Maine",12.3,0.65,152713,8426,,31189,1630
"1996","23","ME","Maine",12,1,148529,12192,,33002,2052
"1997","23","ME","Maine",10.7,1,132809,12701,,33140,1677
"1998","23","ME","Maine",10.3,0.95,128682,11799,1245624,35560,1701
"1999","23","ME","Maine",10.6,0.9,133122,11377,1259692,36902,1398
"2000","23","ME","Maine",9.9,0.6,124727,7629,1262256,37589,1682
"2001","23","ME","Maine",10.2,0.6,129604,7676,1272819,38036,1415
"2002","23","ME","Maine",11,0.75,140902,9859,1285367,37963,1665
"2003","23","ME","Maine",10.7,0.65,138127,8716,1294057,39212,1480
"2004","23","ME","Maine",11.5,0.85,148802,11342,1298360,41287,1381
"2005","23","ME","Maine",12.3,0.4,157180,5092,1275752,42648,842
"2006","23","ME","Maine",12.7,0.4,163293,5125,1285623,43472,704
"2007","23","ME","Maine",12.2,0.45,155764,5327,1281427,45832,665
"2008","23","ME","Maine",12.6,0.4,161170,5278,1278883,46419,850
"2009","23","ME","Maine",12.6,0.45,161504,5747,1281298,45708,843
"2010","23","ME","Maine",13.1,0.4,169076,5364,1293005,45882,840
"2011","23","ME","Maine",14.2,0.5,183723,5890,1291684,46160,755
"2012","23","ME","Maine",14.4,0.5,186484,6223,1293457,46856,835
"2013","23","ME","Maine",14,0.5,181386,6261,1293815,47095,761
"2014","23","ME","Maine",14,0.5,181737,5837,1293998,49381,1015
"2015","23","ME","Maine",13.2,0.5,171266,6281,1292986,51419,822
"2016","23","ME","Maine",12.3,0.5,159523,6305,1295968,52926,1236
"2017","23","ME","Maine",11.3,0.4,147413,5455,1301241,55980,1084
"2018","23","ME","Maine",11.6,0.4,151458,5519,1301882,55579,1212
"1989","24","MD","Maryland",9.3,0.45,441906,22417,,36415,1306
"1993","24","MD","Maryland",10.2,0.95,507252,45734,,39680,1405
"1995","24","MD","Maryland",9.2,0.55,463848,27934,,42132,1785
"1996","24","MD","Maryland",9.7,0.9,492425,45440,,44196,2255
"1997","24","MD","Maryland",9.5,1,484987,50646,,45289,2003
"1998","24","MD","Maryland",8.8,0.95,454060,50385,5134465,47492,2155
"1999","24","MD","Maryland",8,0.9,417207,47534,5210551,49781,1677
"2000","24","MD","Maryland",7.9,0.6,416005,33422,5262675,52740,2121
"2001","24","MD","Maryland",7.7,0.65,408668,32560,5338331,53090,1675
"2002","24","MD","Maryland",8.3,0.7,445430,37407,5385241,53866,2086
"2003","24","MD","Maryland",8.8,0.65,480998,36091,5444978,54302,1704
"2004","24","MD","Maryland",9.2,0.8,506265,45174,5500728,57019,1800
"2005","24","MD","Maryland",8.3,0.25,453850,16016,5438714,61546,565
"2006","24","MD","Maryland",8,0.2,436978,12395,5475880,65041,620
"2007","24","MD","Maryland",8.3,0.25,455601,13991,5477833,67989,696
"2008","24","MD","Maryland",8.2,0.25,448788,12376,5496122,70482,609
"2009","24","MD","Maryland",9.2,0.25,509141,13571,5559315,69193,660
"2010","24","MD","Maryland",9.9,0.3,559937,14695,5643816,68933,833
"2011","24","MD","Maryland",10.2,0.3,581244,14905,5685396,70075,760
"2012","24","MD","Maryland",10.4,0.3,597705,15309,5744439,71169,563
"2013","24","MD","Maryland",10.2,0.3,591457,14795,5788168,72482,693
"2014","24","MD","Maryland",10.4,0.3,604762,15960,5835382,73851,824
"2015","24","MD","Maryland",9.9,0.3,583369,15033,5863287,75784,581
"2016","24","MD","Maryland",9.7,0.2,572786,13250,5874987,78787,717
"2017","24","MD","Maryland",9.4,0.3,556549,15422,5915309,80711,688
"2018","24","MD","Maryland",9.1,0.3,538824,15483,5899814,83076,973
"1989","25","MA","Massachusetts",8.4,0.65,498524,40547,,35478,1188
"1993","25","MA","Massachusetts",11.1,0.8,667041,49511,,37431,1193
"1995","25","MA","Massachusetts",9.7,0.75,589558,45961,,39025,1525
"1996","25","MA","Massachusetts",9.8,0.75,598146,48509,,40686,1824
"1997","25","MA","Massachusetts",10.7,0.85,649293,53667,,43015,1670
"1998","25","MA","Massachusetts",9,0.8,551825,50762,6126598,44934,1922
"1999","25","MA","Massachusetts",9.7,0.9,605892,56758,6222911,47604,1608
"2000","25","MA","Massachusetts",8.4,0.65,529417,41870,6274430,49266,2008
"2001","25","MA","Massachusetts",8.2,0.65,517899,39361,6284866,52092,1636
"2002","25","MA","Massachusetts",9,0.7,568962,44921,6338672,51085,1883
"2003","25","MA","Massachusetts",9.5,0.7,599960,44258,6306755,52713,1647
"2004","25","MA","Massachusetts",9.9,0.9,622581,53899,6290387,53657,1675
"2005","25","MA","Massachusetts",10.3,0.25,632745,15004,6165256,57176,645
"2006","25","MA","Massachusetts",10,0.2,623775,14053,6235547,59930,587
"2007","25","MA","Massachusetts",10,0.25,621561,15115,6244786,62383,493
"2008","25","MA","Massachusetts",10.1,0.25,632158,16363,6271571,65304,585
"2009","25","MA","Massachusetts",10.3,0.25,658497,16202,6365445,64057,645
"2010","25","MA","Massachusetts",11.4,0.3,724845,16002,6333606,62133,399
"2011","25","MA","Massachusetts",11.6,0.3,740512,16271,6367148,63126,841
"2012","25","MA","Massachusetts",11.9,0.2,762971,15075,6414760,65378,621
"2013","25","MA","Massachusetts",11.9,0.3,770922,17270,6456504,66794,689
"2014","25","MA","Massachusetts",11.7,0.3,760211,16368,6509684,69200,897
"2015","25","MA","Massachusetts",11.5,0.3,752453,17130,6558724,70659,608
"2016","25","MA","Massachusetts",10.5,0.2,688366,15483,6574253,75207,746
"2017","25","MA","Massachusetts",10.5,0.3,692943,17867,6622457,77385,866
"2018","25","MA","Massachusetts",10,0.2,668402,15709,6665106,79817,926
"1989","26","MI","Michigan",12.1,0.6,1118333,58030,,31067,1023
"1993","26","MI","Michigan",15,0.85,1423194,80587,,32533,1053
"1995","26","MI","Michigan",12.6,0.5,1225586,47657,,35940,1328
"1996","26","MI","Michigan",12.2,0.85,1192140,82174,,38266,1631
"1997","26","MI","Michigan",11.5,0.8,1127886,80881,,38883,1414
"1998","26","MI","Michigan",11.4,0.8,1118213,79941,9827389,41963,1568
"1999","26","MI","Michigan",9.9,0.7,971254,70358,9785143,44221,1449
"2000","26","MI","Michigan",9.7,0.5,951435,52736,9807443,45202,1660
"2001","26","MI","Michigan",9.8,0.55,963737,53458,9850895,45688,1361
"2002","26","MI","Michigan",10.9,0.6,1080996,61121,9922733,44315,1622
"2003","26","MI","Michigan",11,0.65,1088703,62370,9929027,46291,1386
"2004","26","MI","Michigan",12.5,0.8,1241783,76471,9943531,44409,1515
"2005","26","MI","Michigan",13.1,0.25,1292315,20601,9830887,46072,433
"2006","26","MI","Michigan",13.5,0.2,1328888,19978,9852503,47187,313
"2007","26","MI","Michigan",13.9,0.2,1370287,20462,9832583,47931,379
"2008","26","MI","Michigan",14.4,0.2,1402736,19916,9769587,48606,416
"2009","26","MI","Michigan",16.1,0.25,1565559,24198,9735738,45254,351
"2010","26","MI","Michigan",16.7,0.2,1614110,22466,9656430,45354,302
"2011","26","MI","Michigan",17.5,0.2,1687624,20462,9656227,45931,328
"2012","26","MI","Michigan",17.4,0.2,1677776,22030,9663758,46793,328
"2013","26","MI","Michigan",17,0.2,1646038,20353,9669494,48200,375
"2014","26","MI","Michigan",16.2,0.2,1567465,22587,9686780,49755,382
"2015","26","MI","Michigan",15.7,0.2,1524330,21765,9698423,51063,243
"2016","26","MI","Michigan",14.9,0.2,1449683,19640,9702326,52436,398
"2017","26","MI","Michigan",14.1,0.2,1373358,21740,9730194,54840,435
"2018","26","MI","Michigan",14,0.2,1369235,19944,9774136,56640,403
"1989","27","MN","Minnesota",9.6,0.45,414214,20070,,30536,1181
"1993","27","MN","Minnesota",10.8,0.9,491839,40752,,33239,1260
"1995","27","MN","Minnesota",8.7,0.6,403056,29187,,37483,1658
"1996","27","MN","Minnesota",8.8,0.85,411866,40206,,39791,2126
"1997","27","MN","Minnesota",8.9,0.9,417797,42559,,41591,1898
"1998","27","MN","Minnesota",8.9,0.95,423735,44498,4748732,45311,2093
"1999","27","MN","Minnesota",7.5,0.9,364104,41884,4845855,46153,1559
"2000","27","MN","Minnesota",6.9,0.6,336594,30147,4892721,49170,2334
"2001","27","MN","Minnesota",7.2,0.6,354583,28452,4923872,49619,1720
"2002","27","MN","Minnesota",7.5,0.65,371109,33287,4977976,50157,2209
"2003","27","MN","Minnesota",8,0.65,400062,32307,5014678,50750,1661
"2004","27","MN","Minnesota",8.1,0.8,408794,41945,5047848,51202,1932
"2005","27","MN","Minnesota",9.2,0.25,455660,11926,4971682,52048,358
"2006","27","MN","Minnesota",9.7,0.2,487044,10202,5036852,54022,432
"2007","27","MN","Minnesota",9.5,0.2,481330,10897,5066728,55664,580
"2008","27","MN","Minnesota",9.6,0.25,489714,11724,5090417,57318,511
"2009","27","MN","Minnesota",10.9,0.25,558118,13579,5133012,55621,527
"2010","27","MN","Minnesota",11.5,0.2,595485,12255,5189212,55422,444
"2011","27","MN","Minnesota",11.8,0.3,617185,13443,5222572,56944,477
"2012","27","MN","Minnesota",11.4,0.2,597515,12567,5257461,58828,642
"2013","27","MN","Minnesota",11.2,0.2,592526,12401,5292405,60664,427
"2014","27","MN","Minnesota",11.4,0.3,607870,13367,5332572,61473,463
"2015","27","MN","Minnesota",10.2,0.2,546499,11740,5366578,63459,654
"2016","27","MN","Minnesota",9.9,0.2,531789,12375,5396370,65583,594
"2017","27","MN","Minnesota",9.5,0.2,517348,11542,5450571,68364,642
"2018","27","MN","Minnesota",9.6,0.2,527445,12456,5488353,70295,531
"1989","28","MS","Mississippi",24.6,1.2,626022,29772,,19874,1143
"1993","28","MS","Mississippi",24.6,1.4,654570,36646,,22957,1216
"1995","28","MS","Mississippi",21.4,1.25,576301,32846,,26501,1485
"1996","28","MS","Mississippi",20.8,1.25,567049,33469,,26901,1706
"1997","28","MS","Mississippi",18.1,1.2,494044,33128,,28527,1600
"1998","28","MS","Mississippi",17.6,1.15,483335,31654,2751183,28925,1673
"1999","28","MS","Mississippi",18.2,1.2,505676,32590,2780646,30739,1515
"2000","28","MS","Mississippi",17.6,0.85,489775,23761,2781605,32542,1976
"2001","28","MS","Mississippi",19,0.85,530254,23388,2789055,30877,1515
"2002","28","MS","Mississippi",18.9,0.85,531561,24818,2817220,31434,1729
"2003","28","MS","Mississippi",18.3,0.9,518238,24900,2830299,32397,1536
"2004","28","MS","Mississippi",19.3,1.1,549224,31666,2847984,34278,1618
"2005","28","MS","Mississippi",21,0.4,591549,10959,2812799,33090,583
"2006","28","MS","Mississippi",20.9,0.4,588288,11803,2815411,34615,582
"2007","28","MS","Mississippi",20.7,0.4,583360,11532,2821607,36424,649
"2008","28","MS","Mississippi",20.8,0.5,590480,14585,2838789,37818,659
"2009","28","MS","Mississippi",21.8,0.4,620446,12054,2848331,36764,659
"2010","28","MS","Mississippi",22.4,0.5,644156,14413,2875607,36992,602
"2011","28","MS","Mississippi",22.8,0.5,658232,13463,2884231,36963,564
"2012","28","MS","Mississippi",23.8,0.5,689116,13629,2890915,37179,567
"2013","28","MS","Mississippi",23.9,0.5,692058,14719,2893762,38191,962
"2014","28","MS","Mississippi",21.9,0.5,634960,13084,2895486,39738,740
"2015","28","MS","Mississippi",22.1,0.5,638919,13948,2896612,40630,535
"2016","28","MS","Mississippi",21,0.5,606873,14346,2892926,41793,546
"2017","28","MS","Mississippi",19.9,0.4,573717,11968,2889837,43595,822
"2018","28","MS","Mississippi",19.8,0.5,571402,13691,2886375,44740,768
"1989","29","MO","Missouri",13,0.45,659229,20936,,26333,1170
"1993","29","MO","Missouri",15.1,0.85,791796,44287,,28542,1226
"1995","29","MO","Missouri",13.4,0.45,714976,25366,,31701,1554
"1996","29","MO","Missouri",12.6,0.95,673280,50451,,32947,1925
"1997","29","MO","Missouri",12.2,0.9,658159,49388,,34502,1773
"1998","29","MO","Missouri",11.7,0.95,633505,51069,5432071,37186,2001
"1999","29","MO","Missouri",11.4,0.85,627643,48451,5484837,37885,1515
"2000","29","MO","Missouri",10.6,0.65,581207,33661,5505391,40411,2240
"2001","29","MO","Missouri",11,0.65,605823,33924,5525935,39652,1484
"2002","29","MO","Missouri",11.3,0.7,630617,39536,5588748,40309,1871
"2003","29","MO","Missouri",11.6,0.7,653484,37542,5625808,40870,1577
"2004","29","MO","Missouri",13,0.95,735642,52787,5673220,40885,1462
"2005","29","MO","Missouri",13.6,0.3,760759,16125,5607956,41946,351
"2006","29","MO","Missouri",13.8,0.3,783101,15751,5674560,42838,434
