"year","fips_state","state_code","state_name","poverty_rate","poverty_rate_moe","poverty_count","poverty_count_moe","poverty_universe","median_hh_income","median_hh_income_moe"
"2000","42","PA","Pennsylvania",9.5,0.55,1135928,67323,12008589,41419,1542
"2001","42","PA","Pennsylvania",10,0.55,1205942,66393,12036010,42288,1363
"2002","42","PA","Pennsylvania",10,0.6,1210508,73216,12109550,42043,1454
"2003","42","PA","Pennsylvania",10.6,0.55,1279408,69715,12125878,42952,1247
"2004","42","PA","Pennsylvania",11.2,0.7,1361724,83018,12150103,43714,1292
"2005","42","PA","Pennsylvania",11.9,0.2,1416884,22703,11936227,44545,382
"2006","42","PA","Pennsylvania",12,0.2,1442858,20972,12015269,46256,286
"2007","42","PA","Pennsylvania",11.6,0.2,1392872,24047,11998845,48562,294
"2008","42","PA","Pennsylvania",12.1,0.2,1454240,22222,12011910,50702,259
"2009","42","PA","Pennsylvania",12.5,0.2,1517347,22522,12165864,49501,284
"2010","42","PA","Pennsylvania",13.4,0.2,1645097,21759,12298952,49245,421
"2011","42","PA","Pennsylvania",13.7,0.2,1690003,24940,12328587,50221,289
"2012","42","PA","Pennsylvania",13.7,0.2,1688364,22706,12353852,51225,263
"2013","42","PA","Pennsylvania",13.7,0.2,1687854,27322,12353267,52005,254
"2014","42","PA","Pennsylvania",13.6,0.2,1679008,22684,12371337,53224,414
"2015","42","PA","Pennsylvania",13.1,0.2,1624991,24091,12385763,55683,374
"2016","42","PA","Pennsylvania",12.9,0.2,1589584,23718,12368248,56897,357
"2017","42","PA","Pennsylvania",12.5,0.2,1548557,23848,12398116,59165,437
"2018","42","PA","Pennsylvania",12.2,0.2,1517936,23386,12393999,60891,314
"1989","44","RI","Rhode Island",9.5,0.5,93348,5118,,30983,1239
"1993","44","RI","Rhode Island",12.4,0.9,122487,8911,,33201,1242
"1995","44","RI","Rhode Island",11.6,0.6,113471,5548,,34611,1634
"1996","44","RI","Rhode Island",11.8,0.95,114894,9292,,36402,2065
"1997","44","RI","Rhode Island",11.2,0.95,108836,9515,,36699,1799
"1998","44","RI","Rhode Island",10.6,0.95,103831,9099,977299,39907,1911
"1999","44","RI","Rhode Island",10.8,0.95,110366,9554,1025155,40965,1431
"2000","44","RI","Rhode Island",10.2,0.65,106378,6652,1038550,42305,1745
"2001","44","RI","Rhode Island",10.2,0.65,107109,6883,1047773,43884,1507
"2002","44","RI","Rhode Island",11,0.7,116138,7507,1058817,43115,1708
"2003","44","RI","Rhode Island",11.3,0.7,119483,7424,1059434,45006,1467
"2004","44","RI","Rhode Island",11.6,0.85,122520,8914,1055640,47037,1485
"2005","44","RI","Rhode Island",11.9,0.5,122481,4803,1029260,50415,1105
"2006","44","RI","Rhode Island",11.5,0.45,117585,4476,1026112,51324,963
"2007","44","RI","Rhode Island",11.9,0.5,121172,4864,1018742,52755,1123
"2008","44","RI","Rhode Island",12.1,0.55,122173,5207,1012987,54562,1531
"2009","44","RI","Rhode Island",12,0.55,122379,5477,1015672,53243,1215
"2010","44","RI","Rhode Island",14.1,0.6,143132,5657,1012202,52053,1021
"2011","44","RI","Rhode Island",14.7,0.5,148079,5363,1009929,53152,1349
"2012","44","RI","Rhode Island",14.2,0.5,143625,5552,1010452,54002,1404
"2013","44","RI","Rhode Island",14.7,0.6,148275,5955,1010806,55015,1537
"2014","44","RI","Rhode Island",14.8,0.5,149825,5579,1015656,54797,1274
"2015","44","RI","Rhode Island",14.1,0.6,143724,6018,1016344,57265,1904
"2016","44","RI","Rhode Island",13.3,0.6,134683,5790,1015893,60046,1389
"2017","44","RI","Rhode Island",12.3,0.6,125208,6252,1018560,62923,1574
"2018","44","RI","Rhode Island",12.8,0.6,130538,5987,1016444,63787,1700
"1989","45","SC","South Carolina",15.3,0.5,523312,17507,,24814,1147
"1993","45","SC","South Carolina",16.6,1,601427,35154,,27962,1209
"1995","45","SC","South Carolina",15.7,0.6,575268,22346,,30060,1520
"1996","45","SC","South Carolina",15.2,1,570423,36519,,32728,2043
"1997","45","SC","South Carolina",14.9,1.05,569045,38455,,33325,1714
"1998","45","SC","South Carolina",14.3,0.95,550127,37373,3856258,33465,1788
"1999","45","SC","South Carolina",13.2,0.95,518145,36509,3912764,35515,1426
"2000","45","SC","South Carolina",12.8,0.65,504961,25861,3956695,37283,1808
"2001","45","SC","South Carolina",13.8,0.7,550775,26769,3989359,36953,1501
"2002","45","SC","South Carolina",14,0.7,567660,29482,4053339,37442,1737
"2003","45","SC","South Carolina",13.8,0.7,566769,29562,4100512,38003,1477
"2004","45","SC","South Carolina",15,0.95,622083,37980,4158089,39454,1500
"2005","45","SC","South Carolina",15.6,0.3,641485,12516,4101208,39477,580
"2006","45","SC","South Carolina",15.7,0.3,657405,13080,4182861,41204,420
"2007","45","SC","South Carolina",15.1,0.35,646061,13967,4270132,43508,607
"2008","45","SC","South Carolina",15.7,0.35,680134,14995,4339428,44695,618
"2009","45","SC","South Carolina",17.1,0.35,753286,15113,4416869,42580,546
"2010","45","SC","South Carolina",18.1,0.3,813939,15581,4493882,42117,415
"2011","45","SC","South Carolina",18.8,0.4,852999,16218,4538319,42477,544
"2012","45","SC","South Carolina",18.3,0.3,837327,15903,4585462,43290,637
"2013","45","SC","South Carolina",18.5,0.3,858553,16105,4631792,44310,641
"2014","45","SC","South Carolina",17.9,0.3,838065,15442,4691566,45337,498
"2015","45","SC","South Carolina",16.8,0.4,796609,17127,4750107,47308,540
"2016","45","SC","South Carolina",15.3,0.3,739574,16497,4820435,49587,590
"2017","45","SC","South Carolina",15.4,0.3,750359,15003,4882684,50675,524
"2018","45","SC","South Carolina",15.2,0.3,750582,16621,4944734,52449,621
"1989","46","SD","South Dakota",14.8,0.8,100950,5547,,22186,1143
"1993","46","SD","South Dakota",14.3,1,102485,7284,,26819,1235
"1995","46","SD","South Dakota",13.7,1.05,99759,7744,,29426,1501
"1996","46","SD","South Dakota",13,1.05,93834,7718,,29810,1752
"1997","46","SD","South Dakota",14,1.2,100537,8678,,31354,1702
"1998","46","SD","South Dakota",13,1.1,94379,8275,725671,33267,1680
"1999","46","SD","South Dakota",11.7,1.1,86134,8105,736193,35007,1357
"2000","46","SD","South Dakota",11.4,0.7,84282,5304,738424,36146,1700
"2001","46","SD","South Dakota",11.7,0.8,86306,5986,739557,37096,1572
"2002","46","SD","South Dakota",12.4,0.8,92341,5809,746352,36966,1692
"2003","46","SD","South Dakota",12.3,0.8,92587,6090,751187,38008,1489
"2004","46","SD","South Dakota",12.9,0.95,97653,7285,755821,39265,1512
"2005","46","SD","South Dakota",13.6,0.45,100756,3524,742534,40096,791
"2006","46","SD","South Dakota",13.6,0.5,102589,3578,753216,42432,859
"2007","46","SD","South Dakota",13.2,0.4,101420,3425,768497,43507,846
"2008","46","SD","South Dakota",12.7,0.5,98248,4002,774726,46244,1080
"2009","46","SD","South Dakota",14.2,0.6,110863,4606,782694,45048,1030
"2010","46","SD","South Dakota",14.6,0.6,114798,4550,788210,45861,1005
"2011","46","SD","South Dakota",14.1,0.5,112258,4114,794847,48188,1293
"2012","46","SD","South Dakota",13.6,0.5,109661,3952,804310,48439,893
"2013","46","SD","South Dakota",14,0.6,114291,4643,815064,49200,1005
"2014","46","SD","South Dakota",14.1,0.5,115906,4386,824377,51059,948
"2015","46","SD","South Dakota",13.5,0.6,111697,4908,829616,53263,1034
"2016","46","SD","South Dakota",12.9,0.6,107953,4688,837301,54926,1178
"2017","46","SD","South Dakota",12.8,0.5,107522,4288,838947,56871,1197
"2018","46","SD","South Dakota",12.9,0.5,109814,4480,852354,57041,1330
"1989","47","TN","Tennessee",15.6,0.55,750651,25991,,23898,1132
"1993","47","TN","Tennessee",17.8,1.1,917466,55647,,26990,1186
"1995","47","TN","Tennessee",14.7,0.8,773751,41845,,30016,1464
"1996","47","TN","Tennessee",14.8,1,791285,54064,,31097,1773
"1997","47","TN","Tennessee",13.6,1.05,734108,57428,,32047,1631
"1998","47","TN","Tennessee",13.1,1,715433,54030,5462020,34188,1677
"1999","47","TN","Tennessee",12.8,0.9,715198,50167,5595525,35624,1344
"2000","47","TN","Tennessee",12.6,0.65,709555,37192,5618923,35760,1790
"2001","47","TN","Tennessee",13.2,0.65,748650,37666,5662243,36629,1418
"2002","47","TN","Tennessee",13.6,0.75,779650,42677,5728477,37129,1696
"2003","47","TN","Tennessee",13.5,0.75,782883,42434,5782939,37925,1411
"2004","47","TN","Tennessee",15,1,876763,60218,5850424,38945,1408
"2005","47","TN","Tennessee",15.6,0.3,904143,18290,5787430,38947,464
"2006","47","TN","Tennessee",16.1,0.3,947105,17050,5877769,40368,413
"2007","47","TN","Tennessee",15.8,0.3,945263,18669,5996929,42389,340
"2008","47","TN","Tennessee",15.5,0.3,939056,18700,6057641,43610,420
"2009","47","TN","Tennessee",17.2,0.3,1055635,18276,6141371,41715,429
"2010","47","TN","Tennessee",17.8,0.3,1102643,19845,6195138,41461,393
"2011","47","TN","Tennessee",18.4,0.3,1148161,20350,6246368,41691,415
"2012","47","TN","Tennessee",18,0.3,1135205,19183,6295985,42743,561
"2013","47","TN","Tennessee",17.8,0.3,1128618,19462,6335301,44268,492
"2014","47","TN","Tennessee",18.2,0.3,1165245,20009,6386629,44357,547
"2015","47","TN","Tennessee",16.7,0.3,1077866,20200,6440331,47243,483
"2016","47","TN","Tennessee",15.8,0.3,1023825,18195,6489044,48506,656
"2017","47","TN","Tennessee",15,0.3,980394,18532,6555396,51319,405
"2018","47","TN","Tennessee",15.2,0.3,1003055,20169,6603092,52366,482
"1989","48","TX","Texas",17.7,0.7,2981312,117503,,26134,869
"1993","48","TX","Texas",19.6,0.9,3594462,170096,,28803,962
"1995","48","TX","Texas",18.5,0.8,3500326,152913,,31488,1084
"1996","48","TX","Texas",17.5,0.8,3360806,162397,,32773,1213
"1997","48","TX","Texas",16.7,0.8,3259559,159852,,34478,1222
"1998","48","TX","Texas",15.6,0.8,3102571,158681,19908844,35449,1235
"1999","48","TX","Texas",15.1,0.75,3071343,150740,20389994,38092,1154
"2000","48","TX","Texas",14.6,0.6,3041115,127006,20833277,39090,1328
"2001","48","TX","Texas",15,0.6,3181404,125436,21182372,40152,1230
"2002","48","TX","Texas",15.4,0.65,3341247,134848,21629776,40063,1290
"2003","48","TX","Texas",16.2,0.6,3563162,137951,21969138,39967,1186
"2004","48","TX","Texas",16.2,0.75,3610126,157968,22349572,41645,1167
"2005","48","TX","Texas",17.5,0.2,3886632,44077,22190324,42165,245
"2006","48","TX","Texas",16.9,0.15,3862741,38953,22887432,44943,284
"2007","48","TX","Texas",16.3,0.15,3787071,37672,23284184,47563,304
"2008","48","TX","Texas",15.8,0.15,3755944,38992,23727841,50049,220
"2009","48","TX","Texas",17.1,0.15,4143077,42942,24176217,48286,242
"2010","48","TX","Texas",17.9,0.2,4411273,41443,24652964,48622,341
"2011","48","TX","Texas",18.5,0.2,4627604,47602,25071118,49390,386
"2012","48","TX","Texas",17.9,0.2,4565185,43736,25450524,50747,265
"2013","48","TX","Texas",17.5,0.2,4531427,46857,25834186,51714,238
"2014","48","TX","Texas",17.2,0.2,4519548,44970,26340274,53067,373
"2015","48","TX","Texas",15.9,0.2,4255690,48173,26846185,55668,313
"2016","48","TX","Texas",15.6,0.2,4261291,46869,27236431,56583,298
"2017","48","TX","Texas",14.7,0.2,4080377,44275,27676374,59195,483
"2018","48","TX","Texas",14.9,0.2,4181623,49043,28074669,60632,278
"1989","49","UT","Utah",11.8,0.45,202408,8293,,29370,1171
"1993","49","UT","Utah",11.2,1,214620,19556,,32594,1267
"1995","49","UT","Utah",9.7,0.55,197121,11877,,35160,1567
"1996","49","UT","Utah",9.4,1.05,193813,20964,,36360,1942
"1997","49","UT","Utah",10,1.05,210783,22137,,38884,1959
"1998","49","UT","Utah",10,1.05,213244,22881,2141771,41380,2014
"1999","49","UT","Utah",8.5,1.05,188053,22976,2202474,43778,1451
"2000","49","UT","Utah",8.8,0.65,198434,15061,2243729,45934,2004
"2001","49","UT","Utah",9.4,0.7,214675,15296,2280291,45914,1558
"2002","49","UT","Utah",9.7,0.75,224715,17446,2324130,46165,1929
"2003","49","UT","Utah",10,0.75,235385,17457,2355997,46709,1622
"2004","49","UT","Utah",10.3,0.9,251092,22241,2437295,47224,1663
"2005","49","UT","Utah",10.5,0.35,254761,8751,2420868,48155,829
"2006","49","UT","Utah",10.7,0.35,269611,8805,2508640,51373,543
"2007","49","UT","Utah",9.8,0.35,254385,8627,2601521,55220,708
"2008","49","UT","Utah",9.7,0.3,261556,9218,2695235,56820,687
"2009","49","UT","Utah",11.7,0.4,321441,10819,2741773,55183,742
"2010","49","UT","Utah",13.3,0.4,362689,10582,2730180,54740,590
"2011","49","UT","Utah",13.6,0.4,377396,12435,2771350,55802,757
"2012","49","UT","Utah",13,0.4,364124,11707,2806006,57067,700
"2013","49","UT","Utah",12.6,0.4,360119,11471,2851584,59715,730
"2014","49","UT","Utah",11.8,0.4,341587,10742,2897763,60943,636
"2015","49","UT","Utah",11.2,0.4,331233,10611,2947857,62961,1136
"2016","49","UT","Utah",10.2,0.4,307270,11530,3004151,65931,903
"2017","49","UT","Utah",9.7,0.4,296138,11337,3052627,68395,1128
"2018","49","UT","Utah",9.1,0.4,283562,11234,3110946,71381,719
"1989","50","VT","Vermont",9.9,0.55,54376,3117,,27937,1237
"1993","50","VT","Vermont",12.2,0.9,70186,5271,,30766,1260
"1995","50","VT","Vermont",11.2,0.8,65142,4634,,32350,1640
"1996","50","VT","Vermont",11,1,64559,5920,,33352,1947
"1997","50","VT","Vermont",9.7,1.05,56967,6073,,35210,1722
"1998","50","VT","Vermont",9.6,1,56547,5727,589133,37947,1852
"1999","50","VT","Vermont",9.3,0.9,55438,5426,596413,39571,1400
"2000","50","VT","Vermont",8.8,0.65,53236,3797,601967,40537,1753
"2001","50","VT","Vermont",8.9,0.6,53864,3696,606295,41342,1405
"2002","50","VT","Vermont",9.3,0.65,56993,4244,609673,41962,1774
"2003","50","VT","Vermont",9.2,0.65,56076,4139,612150,42649,1412
"2004","50","VT","Vermont",8.7,0.85,53305,5322,614897,44548,1560
"2005","50","VT","Vermont",10.4,0.45,62748,2871,600535,45695,978
"2006","50","VT","Vermont",10.2,0.4,61694,2454,603572,47778,1018
"2007","50","VT","Vermont",10.1,0.5,60609,2937,600232,49698,1001
"2008","50","VT","Vermont",10.4,0.5,62505,3069,599715,52111,923
"2009","50","VT","Vermont",11.5,0.55,69137,3319,600251,51219,863
"2010","50","VT","Vermont",12.4,0.6,74720,3548,600863,49393,1140
"2011","50","VT","Vermont",11.9,0.5,71378,2977,601231,52033,1209
"2012","50","VT","Vermont",11.9,0.5,71626,3037,601606,52700,1099
"2013","50","VT","Vermont",12.3,0.6,73947,3396,602556,52511,1328
"2014","50","VT","Vermont",12,0.6,72294,3435,601822,54153,1414
"2015","50","VT","Vermont",10.4,0.5,62643,3225,600659,56883,1215
"2016","50","VT","Vermont",11.3,0.6,67825,3711,600079,57661,1433
"2017","50","VT","Vermont",10.8,0.7,65068,4036,599875,58271,1691
"2018","50","VT","Vermont",10.7,0.6,64431,3587,601250,60917,1376
"1989","51","VA","Virginia",10.5,0.45,638729,28091,,32555,1194
"1993","51","VA","Virginia",12,0.85,780072,55624,,34818,1247
"1995","51","VA","Virginia",11.3,0.45,742306,27466,,36367,1562
"1996","51","VA","Virginia",11.5,0.85,769893,56846,,38510,1961
"1997","51","VA","Virginia",11.6,0.95,782827,61377,,40209,1875
"1998","51","VA","Virginia",10.2,0.95,696205,63254,6802581,42622,1846
"1999","51","VA","Virginia",9,0.9,620209,62257,6907169,44848,1411
"2000","51","VA","Virginia",8.9,0.6,620938,41586,7004972,46789,1849
"2001","51","VA","Virginia",8.8,0.6,620244,42465,7081089,48130,1572
"2002","51","VA","Virginia",9.6,0.65,692127,46899,7220171,48224,1865
"2003","51","VA","Virginia",10,0.65,724322,45956,7275601,50028,1781
"2004","51","VA","Virginia",9.5,0.75,705037,57608,7391533,51103,1517
"2005","51","VA","Virginia",10,0.25,728858,16179,7309753,54207,514
"2006","51","VA","Virginia",9.6,0.25,713181,16336,7404168,56297,443
"2007","51","VA","Virginia",9.9,0.2,739135,16697,7466132,59575,563
"2008","51","VA","Virginia",10.2,0.2,766852,18210,7518337,61210,429
"2009","51","VA","Virginia",10.6,0.25,805555,18478,7623662,59372,468
"2010","51","VA","Virginia",11.1,0.2,865746,17223,7780621,60665,443
"2011","51","VA","Virginia",11.6,0.2,912779,18546,7854277,61877,494
"2012","51","VA","Virginia",11.8,0.2,936384,17770,7936889,61782,403
"2013","51","VA","Virginia",11.7,0.2,941059,18714,8010546,62745,644
"2014","51","VA","Virginia",11.8,0.2,955541,18652,8080272,64923,605
"2015","51","VA","Virginia",11.2,0.2,914226,19013,8131331,66263,533
"2016","51","VA","Virginia",11,0.2,897244,19915,8158203,68127,723
"2017","51","VA","Virginia",10.7,0.2,876438,19675,8221001,71518,535
"2018","51","VA","Virginia",10.7,0.2,884898,19739,8264098,72600,669
"1989","53","WA","Washington",11,0.4,530146,21087,,30634,1184
"1993","53","WA","Washington",12,0.9,641990,47006,,34074,1308
"1995","53","WA","Washington",10.8,0.45,592072,25173,,37015,1642
"1996","53","WA","Washington",11.5,0.9,641386,50618,,37847,1998
"1997","53","WA","Washington",10.2,0.95,579789,55196,,41715,1963
"1998","53","WA","Washington",9.9,0.95,569830,53661,5727098,44307,2068
"1999","53","WA","Washington",9.9,0.9,574943,52244,5813321,44742,1477
"2000","53","WA","Washington",9.6,0.65,567575,37058,5884126,44846,1933
"2001","53","WA","Washington",9.9,0.65,586456,36106,5951201,46284,1723
"2002","53","WA","Washington",10.3,0.65,623019,40685,6034250,46399,1768
"2003","53","WA","Washington",11,0.7,671221,41527,6101030,48185,1473
"2004","53","WA","Washington",11.6,0.85,715271,52359,6189059,48438,1555
"2005","53","WA","Washington",12,0.25,732049,15434,6118258,49372,603
"2006","53","WA","Washington",11.8,0.25,736907,14415,6261156,52571,462
"2007","53","WA","Washington",11.4,0.2,722589,14304,6337703,55628,486
"2008","53","WA","Washington",11.3,0.25,727156,15341,6418142,58081,564
"2009","53","WA","Washington",12.3,0.3,803266,16672,6530722,56479,511
"2010","53","WA","Washington",13.5,0.3,890251,19232,6615957,55584,526
"2011","53","WA","Washington",13.9,0.3,931605,19001,6687040,56811,551
"2012","53","WA","Washington",13.6,0.3,916976,20715,6761950,57574,574
"2013","53","WA","Washington",14.1,0.3,963088,19245,6836264,58431,649
"2014","53","WA","Washington",13.2,0.3,913463,18108,6927892,61358,476
"2015","53","WA","Washington",12.2,0.3,860734,18083,7036738,64080,770
"2016","53","WA","Washington",11.3,0.2,808582,17154,7156291,67064,583
"2017","53","WA","Washington",11,0.2,799675,17872,7273730,70942,573
"2018","53","WA","Washington",10.3,0.2,761941,16410,7400548,74023,680
"1989","54","WV","West Virginia",17.2,0.85,306227,14566,,22542,1086
"1993","54","WV","West Virginia",21.7,1.3,394859,23354,,23250,1178
"1995","54","WV","West Virginia",19.9,1.15,362594,20826,,25354,1393
"1996","54","WV","West Virginia",19.9,1.25,359999,23517,,25760,1609
"1997","54","WV","West Virginia",16.8,1.35,302521,23721,,27432,1539
"1998","54","WV","West Virginia",16.8,1.1,303649,19760,1804828,28460,1722
"1999","54","WV","West Virginia",16.3,1.1,290195,19855,1779635,30108,1366
"2000","54","WV","West Virginia",15.5,0.9,273986,15685,1765944,30187,1660
"2001","54","WV","West Virginia",16.7,0.85,295753,15518,1767897,31156,1534
"2002","54","WV","West Virginia",16.1,0.9,286838,16121,1779404,30695,1668
"2003","54","WV","West Virginia",16.3,0.9,290221,16141,1782738,32967,1470
"2004","54","WV","West Virginia",16.2,1.1,288835,19415,1785918,33993,1508
"2005","54","WV","West Virginia",18,0.45,317957,8200,1763841,33466,730
"2006","54","WV","West Virginia",17.6,0.45,310842,7821,1771004,35028,584
"2007","54","WV","West Virginia",17.1,0.45,302169,7454,1763479,37057,709
"2008","54","WV","West Virginia",17.4,0.5,308064,8560,1767432,37528,972
"2009","54","WV","West Virginia",17.8,0.45,316155,7979,1771531,37423,667
"2010","54","WV","West Virginia",18.2,0.5,327459,8612,1799951,38241,806
"2011","54","WV","West Virginia",18.7,0.5,336658,9102,1802688,38587,817
"2012","54","WV","West Virginia",18,0.5,323978,8919,1801127,40188,668
"2013","54","WV","West Virginia",18.4,0.5,331674,8797,1798289,41195,718
"2014","54","WV","West Virginia",18.3,0.5,328734,8383,1793046,41030,631
"2015","54","WV","West Virginia",18,0.5,322589,9188,1793098,41969,769
"2016","54","WV","West Virginia",17.9,0.5,318368,9137,1779953,43175,1040
"2017","54","WV","West Virginia",18.5,0.5,326502,9627,1762557,43238,1263
"2018","54","WV","West Virginia",17.4,0.5,305656,9423,1753457,44038,967
"1989","55","WI","Wisconsin",9.6,0.45,465877,23299,,29101,1156
"1993","55","WI","Wisconsin",10.9,0.95,550361,46493,,32200,1270
"1995","55","WI","Wisconsin",8.9,0.6,454274,31564,,37572,1736
"1996","55","WI","Wisconsin",8.7,0.85,447899,45467,,38598,2096
"1997","55","WI","Wisconsin",9.2,0.95,478698,50081,,39800,1828
"1998","55","WI","Wisconsin",8.9,0.95,462809,49803,5228679,42169,1883
"1999","55","WI","Wisconsin",8.4,0.9,442421,46708,5274076,43301,1557
"2000","55","WI","Wisconsin",8.1,0.65,430657,32727,5288965,44503,1810
"2001","55","WI","Wisconsin",8.1,0.6,429673,31134,5319624,45435,1456
"2002","55","WI","Wisconsin",8.5,0.65,455846,34892,5372665,45377,1739
"2003","55","WI","Wisconsin",8.9,0.65,482817,34723,5398625,46538,1435
"2004","55","WI","Wisconsin",10.9,0.9,590365,48519,5429778,46142,1462
"2005","55","WI","Wisconsin",10.2,0.2,547648,11685,5355151,47141,384
"2006","55","WI","Wisconsin",10.9,0.25,589377,12896,5401380,48784,427
"2007","55","WI","Wisconsin",10.8,0.25,589168,13014,5447277,50567,358
"2008","55","WI","Wisconsin",10.5,0.25,573574,13078,5474002,52103,354
"2009","55","WI","Wisconsin",12.4,0.25,682973,14178,5495799,49994,396
"2010","55","WI","Wisconsin",13.2,0.2,731564,13674,5535787,48974,482
"2011","55","WI","Wisconsin",13.1,0.3,728099,15635,5554320,50401,420
"2012","55","WI","Wisconsin",13.2,0.2,738226,13021,5573135,51063,318
"2013","55","WI","Wisconsin",13.5,0.2,753709,13530,5593184,51474,366
"2014","55","WI","Wisconsin",13.2,0.2,737307,13965,5603483,52632,426
"2015","55","WI","Wisconsin",12.1,0.2,679937,13013,5620187,55623,424
"2016","55","WI","Wisconsin",11.8,0.3,661465,14157,5628526,56808,539
"2017","55","WI","Wisconsin",11.3,0.2,640174,13108,5645158,59300,575
"2018","55","WI","Wisconsin",11.1,0.2,626748,13569,5665101,60779,387
"1989","56","WY","Wyoming",11.6,0.6,52107,2579,,29724,1355
"1993","56","WY","Wyoming",11.9,0.95,56753,4650,,28954,1235
"1995","56","WY","Wyoming",11.5,0.85,55171,4150,,30673,1526
"1996","56","WY","Wyoming",11.1,0.95,52907,4661,,31173,1825
"1997","56","WY","Wyoming",12,1.05,57421,4999,,33197,1634
"1998","56","WY","Wyoming",11.4,1,54286,4806,477428,35868,1750
"1999","56","WY","Wyoming",11.2,0.95,54214,4520,483116,37480,1348
"2000","56","WY","Wyoming",10.4,0.65,50357,3308,482249,38934,1836
"2001","56","WY","Wyoming",10.5,0.7,51201,3538,487077,39988,1527
"2002","56","WY","Wyoming",10.6,0.8,52045,3777,491749,39772,1782
"2003","56","WY","Wyoming",10.8,0.75,53279,3721,495253,41554,1547
"2004","56","WY","Wyoming",10.3,0.9,51301,4568,498075,43785,1538
"2005","56","WY","Wyoming",10.6,0.5,52275,2516,492909,45501,1152
"2006","56","WY","Wyoming",10.3,0.5,51728,2493,499934,47819,1128
"2007","56","WY","Wyoming",9.5,0.55,48149,2714,508841,52433,1110
"2008","56","WY","Wyoming",9.5,0.55,49465,2703,518362,54735,1675
"2009","56","WY","Wyoming",10.2,0.6,53974,3166,529948,54400,1415
"2010","56","WY","Wyoming",11.4,0.6,62636,3494,551132,53757,1317
"2011","56","WY","Wyoming",11.3,0.6,62801,3327,554317,56044,1448
"2012","56","WY","Wyoming",11.9,0.7,66879,3694,561478,55104,1250
"2013","56","WY","Wyoming",10.9,0.7,62118,3777,569330,58424,1478
"2014","56","WY","Wyoming",11.2,0.6,63860,3596,570142,58291,1590
"2015","56","WY","Wyoming",10.6,0.7,60787,4078,572327,61213,1445
"2016","56","WY","Wyoming",10.9,0.7,62416,3788,571196,61686,1804
"2017","56","WY","Wyoming",10.8,0.6,61319,3641,565272,61279,1519
"2018","56","WY","Wyoming",10.7,0.7,60097,4026,563345,62259,1290
